"","the_geom","female_50_54","the_geom_webmercator","shared_puma","fp_500_mhhi","fp_100_mhhi","cd_tot_resunits","fp_500_resunits","fp_500_bldg","fp_100_resunits","cd_tot_bldgs","fp_100_bldg","moe_under18_rate_nyc","moe_under18_rate_boro","total_lot_area","lot_area_other_no_data","lot_area_parking","lot_area_open_space","lot_area_public_facility_institution","lot_area_transportation_utility","lot_area_industrial_manufacturing","lot_area_commercial_office","lot_area_mixed_use","lot_area_res_multifamily_elevator","lot_area_res_multifamily_walkup","lot_area_res_1_2_family_bldg","lots_total","lots_other_no_data","lots_vacant","lots_parking","lots_open_space","lots_public_facility_institution","lots_transportation_utility","lots_industrial_manufacturing","lots_commercial_office","lots_mixed_use","lots_res_multifamily_elevator","lots_res_multifamily_walkup","lots_res_1_2_family_bldg","pct_served_parks","count_public_schools","count_libraries","count_hosp_clinic","count_parks","crime_count_nyc","crime_count_boro","crime_count","pct_clean_strts_nyc","pop_acs","pop_2010","pop_2000","puma","borocd","fp_500_pop","fp_100_pop","lot_area_vacant","cb_email","cb_website","acs_tooltip","neighborhoods","son_issue_3","son_issue_2","son_issue_1","cd_son_fy2018","shared_puma_cd","cd_short_title","cd_full_title","fp_500_cost_burden","fp_100_cost_burden","fp_500_rent_burden","fp_100_rent_burden","fp_500_permortg","fp_100_permortg","fp_500_ownerocc","fp_100_ownerocc","fp_500_openspace","fp_100_openspace","fp_500_area","fp_100_area","pct_hispanic","pct_other_nh","pct_asian_nh","pct_black_nh","pct_white_nh","female_85_over","male_85_over","female_80_84","male_80_84","female_75_79","male_75_79","female_70_74","male_70_74","female_65_69","male_65_69","female_60_64","male_60_64","female_55_59","male_55_59","cartodb_id","male_50_54","female_45_49","male_45_49","female_40_44","male_40_44","female_35_39","male_35_39","female_30_34","male_30_34","female_25_29","male_25_29","female_20_24","male_20_24","female_15_19","male_15_19","female_10_14","male_10_14","female_5_9","male_5_9","female_under_5","male_under_5","moe_over65_rate_nyc","over65_rate_nyc","moe_over65_rate_boro","over65_rate_boro","moe_over65_rate","over65_rate","under18_rate_nyc","under18_rate_boro","moe_under18_rate","under18_rate","moe_lep_rate_nyc","lep_rate_nyc","moe_lep_rate_boro","lep_rate_boro","moe_lep_rate","lep_rate","moe_foreign_born","pct_foreign_born","pct_lot_area_other_no_data","pct_lot_area_vacant","pct_lot_area_parking","pct_lot_area_open_space","pct_lot_area_public_facility_institution","pct_lot_area_transportation_utility","pct_lot_area_industrial_manufacturing","pct_lot_area_commercial_office","pct_lot_area_mixed_use","pct_lot_area_res_multifamily_elevator","pct_lot_area_res_multifamily_walkup","pct_lot_area_res_1_2_family_bldg","crime_per_1000_nyc","crime_per_1000_boro","crime_per_1000","pct_clean_strts_boro","pct_clean_strts","moe_hh_rent_burd_nyc","pct_hh_rent_burd_nyc","moe_hh_rent_burd_boro","pct_hh_rent_burd_boro","moe_hh_rent_burd","pct_hh_rent_burd","moe_mean_commute_nyc","mean_commute_nyc","moe_mean_commute_boro","mean_commute_boro","moe_mean_commute","mean_commute","moe_unemnployment","unemployment_nyc","moe_unemployment_boro","unemployment_boro","moe_unemployment_cd","unemployment_cd","moe_bach_deg_nyc","pct_bach_deg_nyc","moe_bach_deg_boro","pct_bach_deg_boro","moe_bach_deg","pct_bach_deg","poverty_rate_nyc","poverty_rate_boro","moe_poverty_rate","poverty_rate","pop_change_00_10","area_sqmi","acres","acs_tooltip_2","acs_tooltip_3","fp_100_ownerocc_value","fp_500_ownerocc_value","fp_100_mortg_value","fp_500_mortg_value","fp_100_cost_burden_value","fp_500_cost_burden_value","fp_100_rent_burden_value","fp_500_rent_burden_value","subborough","borough"
"11",NA,3.4,NA,"false",24000,24000,51594,0,27,0,3306,25,0,0,36735545,314373,2403981,6749218,4465477,2197394,1186999,2556066,3469733,5816581,4494127,1703072,3415,25,198,181,92,164,59,37,194,317,305,1095,748,100,77,3,26,33,96515,20128,2151,96,141055,146441,139563,3708,204,0,0,1378524,"bx04@cb.nyc.gov","www.nyc.gov/html/bxcb4","American Community Survey 2012-2016 5-Year Estimates for PUMA 3708, which is an approximation of Bronx CD 4","Concourse, Concourse Village, East Concourse, Highbridge, Mount Eden, West Concourse","Youth and children’s services","Crime","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx04_statement_2018.pdf","","Bronx CD 4","Bronx Community District 4",0.4710144928,0.4710144928,0.6171786121,0.6171786121,0.5942028986,0.5942028986,0.07019328586,0.07019328586,0.031,0.03,0.26,0.14,64.1,1.8,1.7,30.8,1.7,0.6,0.3,0.5,0.3,0.9,0.5,1.5,0.9,1.7,1.1,2,1.8,2.6,2.6,16,2.6,3.6,3,3.2,2.4,3.6,2.6,3.9,2.9,4.5,4.2,4.7,4.6,4.5,4.6,3.8,3.7,3.9,4,4.6,4.4,0.1,13,0.1,11.3,0.5,9.1,21.2,25.6,0.8,28.2,0.1,23,0.3,26,1.4,34.4,1.4,42.2,0.008557733,0.037525617,0.065440189,0.183724455,0.121557391,0.059816562,0.032312002,0.069580185,0.094451654,0.158336592,0.122337289,0.04636033,11.8,14.3,16.109177,95.2,93.9,0.2,44.6,0.5,50.6,1.8,54.6,0.1,40.3,0.2,43.5,0.9,41,0.1,5.5,0.2,7.5,0.7,7.4,0.2,36.2,0.3,19.1,1,14.8,20.3,25.8,1.3,32.3,0.05,2,1275,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3708, which is an approximation of Bronx CD 4.","2010 Census population counts for floodplain area within Bronx CD 4.",138,138,82,82,65,65,1085,1085,"Bushwick","Brooklyn"
"12",NA,3.7,NA,"false",16000,16000,57057,1654,8,1654,3441,8,0,0,25017429,49349,694359,2184162,3786689,444222,387675,1749846,3369493,4515942,4136807,3042532,3338,13,116,106,69,138,24,21,221,259,309,876,1186,100,52,3,34,22,96515,20128,1809,96,136982,128200,128313,3707,205,4048,4048,656353,"bx05@cb.nyc.gov","www1.nyc.gov/site/bronxcb5/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 3707, which is an approximation of Bronx CD 5","Fordham, Morris Heights, Mount Hope, University Heights","Transit (buses & subways)","Traffic","Schools","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx05_statement_2018.pdf","","Bronx CD 5","Bronx Community District 5",0,0,0.6504251145,0.6504251145,0.7111111111,0.7111111111,0.01365291262,0.01365291262,0.036,0.036,0.16,0.08,68.8,1.1,1.5,27.4,1.3,0.4,0.2,0.4,0.2,0.7,0.5,1.1,0.8,1.8,1.3,2.1,1.5,3.2,2.4,17,3.3,3.8,2.7,3.3,2.8,3.6,2.8,4,3.2,4.8,4.1,4.7,4.7,4.3,4,4,3.6,3.4,4.2,4,4.2,0.1,13,0.1,11.3,0.5,7.5,21.2,25.6,1,28.5,0.1,23,0.3,26,1.3,36.4,1.2,42.4,0.001972585,0.026235829,0.02775501,0.087305614,0.151362036,0.017756501,0.015496197,0.069945077,0.134685822,0.180511834,0.165357,0.121616494,11.8,14.3,13.975545,95.2,92.1,0.2,44.6,0.5,50.6,1.5,59.8,0.1,40.3,0.2,43.5,1,42,0.1,5.5,0.2,7.5,0.6,8.1,0.2,36.2,0.3,19.1,1,13.1,20.3,25.8,1.6,34.4,0,1.4,879.5,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3707, which is an approximation of Bronx CD 5.","2010 Census population counts for floodplain area within Bronx CD 5.",45,45,32,32,0,0,1989,1989,"East New York/Starrett City","Brooklyn"
"13",NA,3.4,NA,"true",19000,31000,31147,169,11,0,4329,7,0,0,26975533,113795,1744498,1695899,6804905,796385,867466,2009064,2050572,2742286,4341995,2931077,4198,36,206,248,63,158,45,95,214,391,136,1304,1302,99,62,3,27,17,96515,20128,1500,96,NA,83268,75688,3705,206,158,0,877591,"bronxcb6@bronxcb6.org","www.bronxcb6.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 3705, which is an approximation of both Bronx CD 6 and Bronx CD 3","Bathgate, Belmont, Bronx Park South, East Tremont, West Farms","Unemployment","Schools","Crime","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx06_statement_2018.pdf","Bronx CD 3","Bronx CD 6","Bronx Community District 6",0.2404580153,0.2148760331,0.4796722345,0.5306881587,0.6145038168,0.6404958678,0.07304153889,0.122655854,0.001,0.001,0.85,0.42,63.5,1.1,0.8,30.1,4.5,0.6,0.3,0.5,0.3,0.9,0.5,1.5,0.9,1.7,1.1,2,1.8,2.6,2.6,18,2.6,3.6,3,3.2,2.4,3.6,2.6,3.9,2.9,4.5,4.2,4.7,4.6,4.5,4.6,3.8,3.7,3.9,4,4.6,4.4,0.1,13,0.1,11.3,0.5,8.4,21.2,25.6,0.9,29.5,0.1,23,0.3,26,1,27.5,1.1,31.3,0.004218452,0.032532851,0.06466964,0.062868044,0.252262115,0.029522494,0.032157511,0.074477268,0.076015996,0.101658269,0.16096049,0.108656871,11.8,14.3,17.414224,95.2,94.1,0.2,44.6,0.5,50.6,1.6,51.6,0.1,40.3,0.2,43.5,0.8,43,0.1,5.5,0.2,7.5,0.6,8.9,0.2,36.2,0.3,19.1,0.8,13.1,20.3,25.8,1.2,30.8,0.1,1.5,985.3,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3705, which is an approximation of Bronx CD 6.","2010 Census population counts for floodplain area within Bronx CD 6.",242,262,155,161,52,63,856,1522,"Park Slope/Carroll Gardens","Brooklyn"
"14",NA,3.6,NA,"false",33000,35000,66202,7784,2781,3130,29551,1250,0,NA,69545813,90215,948047,2033971,2844364,1671925,1856772,4207375,4294759,2337233,18494728,30025374,21829,20,139,134,16,138,63,130,472,1736,136,6011,12834,67,33,2,10,5,96515,28276,1128,96,189076,181981,172129,4017,311,16323,5068,741050,"info@brooklyncb11.org","www.brooklyncb11.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 4017, which is an approximation of Brooklyn CD 11","Bath Beach, Bensonhurst, Gravesend, Mapleton","Trash removal & cleanliness","Street conditions (roadway maintenance)","Quality of life issues (noise, graffiti, petty crime, etc.)","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk11_statement_2018.pdf","","Brooklyn CD 11","Brooklyn Community District 11",0.4670317134,0.4667847653,0.5237585943,0.527765237,0.5224731919,0.5435488633,0.380006936,0.4116932053,0.059,0.054,0.77,0.33,14.4,1.5,39.1,0.9,44.2,1.6,0.9,1.3,0.9,1.3,1.2,1.7,1.5,2.5,2,3,2.8,3.4,3.2,35,3.5,3.5,3.1,3.7,3.3,3.5,3.4,3.9,4.1,4.2,4.2,3,3.2,2.6,2.6,2.2,2.8,2.6,3,3.5,3.3,0.1,13,0.1,12.2,0.5,14.8,21.2,23.3,0.6,20.7,0.1,23,0.2,23.1,1,47.3,0.9,55.5,0.001297202,0.010655566,0.013631978,0.029246491,0.040899141,0.024040628,0.026698545,0.060497891,0.061754386,0.033607099,0.265935895,0.431735179,11.8,11.2,5.908536,93.4,93.9,0.2,44.6,0.3,45.7,1.4,46.8,0.1,40.3,0.2,42,0.7,47,0.1,5.5,0.1,5.7,0.3,5.1,0.2,36.2,0.2,34.1,0.8,28.9,20.3,21.6,1,23,0.06,3.7,2368.6,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4017, which is an approximation of Brooklyn CD 11.","2010 Census population counts for floodplain area within Brooklyn CD 11.",3387,4383,1841,2290,1581,2047,2338,3428,"Other_Manhattan","Manhattan"
"15",NA,2,NA,"false",NA,NA,60184,0,0,0,24891,0,0,NA,65764300,109162,914327,3692326,4653438,1005321,1619059,2611250,4693654,3489148,14837368,26939077,19385,43,340,190,22,495,79,250,501,1891,207,5041,10326,74,26,4,23,6,96515,28276,874,96,164842,191382,185046,4014,312,0,0,1200170,"bkcb12@gmail.com","www.brooklyncb12.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 4014, which is an approximation of Brooklyn CD 12","Borough Park, Kensington, Ocean Parkway","Trash removal & cleanliness","Traffic","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk12_statement_2018.pdf","","Brooklyn CD 12","Brooklyn Community District 12",0,0,0,0,0,0,0,0,0,0,0,0,10.9,2,14,2.3,70.7,1.4,0.8,0.9,0.6,0.9,0.6,1,0.9,2,1.7,2.6,2.4,2.3,2.2,36,2.4,2,2.1,2.7,2.8,2.8,3,3.2,3.6,3.8,4,3.4,3.8,3.5,3.8,4.5,4.5,4.8,5,5.7,6.3,0.1,13,0.1,12.2,0.5,10.7,21.2,23.3,0.7,35.8,0.1,23,0.2,23.1,1.2,32.6,0.8,30.6,0.001659898,0.018249567,0.01390309,0.056144838,0.070759333,0.015286729,0.024619117,0.039706193,0.07137085,0.053055351,0.225614323,0.409630711,11.8,11.2,6.022785,93.4,86.3,0.2,44.6,0.3,45.7,2,60.6,0.1,40.3,0.2,42,0.8,37,0.1,5.5,0.1,5.7,0.4,3.5,0.2,36.2,0.2,34.1,1,27.3,20.3,21.6,1.3,28.3,0.03,3.6,2292.3,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4014, which is an approximation of Brooklyn CD 12.","2010 Census population counts for floodplain area within Brooklyn CD 12.",0,0,0,0,0,0,0,0,"Other_Manhattan","Manhattan"
"16",NA,4.1,NA,"false",15000,15000,46051,45976,7861,43823,7895,7466,0,NA,74386990,381842,2046374,28515477,4985540,778714,703176,2505760,2756293,12070353,4821192,8994791,6842,48,455,240,67,117,45,56,253,391,180,1427,3563,95,36,4,12,17,96515,28276,901,96,109876,104278,106120,4018,313,103452,84613,5827478,"edmark@cb.nyc.gov","www1.nyc.gov/site/brooklyncb13/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 4018, which is an approximation of Brooklyn CD 13","Brighton Beach, Coney Island, Gravesend, Homecrest, Sea Gate, West Brighton","Traffic","Street conditions (roadway maintenance)","Resiliency","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk13_statement_2018.pdf","","Brooklyn CD 13","Brooklyn Community District 13",0.3216788486,0.3221107927,0.5761662964,0.5802965657,0.4433727677,0.4420566699,0.271673934,0.2789272711,1.023,1.023,4.52,2.57,15,2.5,14.5,10.6,57.5,2.3,1.3,2.2,1.3,3.2,2,2.4,1.6,3.5,2.7,3.9,3,3.5,3,37,2.9,3,2.7,3.4,2.7,2.9,2.9,3.1,2.5,3.1,3.9,3,2.8,2.7,2.5,2.2,2.7,2.7,2.7,3,2.8,0.1,13,0.1,12.2,0.8,22.4,21.2,23.3,1,19.3,0.1,23,0.2,23.1,1.5,43.5,1,53,0.005133183,0.078340016,0.027509837,0.383339573,0.067021666,0.010468417,0.009452943,0.03368546,0.037053428,0.162264302,0.064812301,0.120918873,11.8,11.2,8.662746,93.4,93.8,0.2,44.6,0.3,45.7,2.1,45.5,0.1,40.3,0.2,42,1.1,46,0.1,5.5,0.1,5.7,0.7,6,0.2,36.2,0.2,34.1,1.4,35.6,20.3,21.6,1.2,24,-0.02,3.2,2023.6,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4018, which is an approximation of Brooklyn CD 13.","2010 Census population counts for floodplain area within Brooklyn CD 13.",12564,13271,5554,5884,4047,4269,16593,18155,"Other_Manhattan","Manhattan"
"17",NA,3.4,NA,"false",NA,NA,60505,0,0,0,17015,0,0,NA,55690934,41348,578559,2054014,4795334,1365827,196543,2506743,3232831,8237365,5531663,26763972,11756,13,127,81,11,240,71,18,385,1167,523,1242,7878,59,35,5,18,2,96515,28276,1300,96,162030,160664,168806,4015,314,0,0,386735,"info@cb14brooklyn.com","www.cb14brooklyn.com","American Community Survey 2012-2016 5-Year Estimates for PUMA 4015, which is an approximation of Brooklyn CD 14","Ditmas Park, Flatbush, Manhattan Terrace, Midwood, Ocean Parkway, Prospect Park South","Traffic","Street conditions (roadway maintenance)","Parks","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk14_statement_2018.pdf","","Brooklyn CD 14","Brooklyn Community District 14",0,0,0,0,0,0,0,0,0,0,0,0,15.1,2.7,10.5,32,39.6,1.2,0.5,0.9,0.6,1.2,0.8,1.5,1.2,2.1,2,3,2.5,3.3,2.5,38,2.8,3,2.8,3.7,2.9,3.4,3.5,4.1,3.5,4.5,3.8,4.2,3.3,3,3.1,3.2,3.3,3.7,3.4,3.6,4.2,0.1,13,0.1,12.2,0.5,12.1,21.2,23.3,0.8,25.2,0.1,23,0.2,23.1,1.2,27.7,0.9,42.7,0.000742455,0.006944308,0.010388747,0.036882377,0.086106187,0.024525123,0.003529174,0.045011689,0.058049502,0.147912136,0.099327891,0.480580412,11.8,11.2,8.833473,93.4,93.4,0.2,44.6,0.3,45.7,1.6,50.1,0.1,40.3,0.2,42,0.7,42,0.1,5.5,0.1,5.7,0.5,5.5,0.2,36.2,0.2,34.1,1.1,36.4,20.3,21.6,1,22.1,-0.05,2.9,1886.6,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4015, which is an approximation of Brooklyn CD 14.","2010 Census population counts for floodplain area within Brooklyn CD 14.",0,0,0,0,0,0,0,0,"Other_Manhattan","Manhattan"
"18",NA,3.4,NA,"false",34000,39000,64260,38748,16875,22255,30643,8900,0,NA,90264881,457788,833780,2357621,7377233,2212030,345617,5166114,3613901,8965102,7282992,45640426,23406,87,677,194,54,245,53,35,712,1150,285,2161,17753,75,36,6,18,9,96515,28276,1255,96,150931,159650,160319,4016,315,82392,36291,6012277,"bklcb15@verizon.net","www.nyc.gov/html/bkncb15","American Community Survey 2012-2016 5-Year Estimates for PUMA 4016, which is an approximation of Brooklyn CD 15","Gerritsen Beach, Gravesend, Homecrest, Kings Highway, Manhattan Beach, Plumb Beach, Sheepshead Bay","Trash removal & cleanliness","Transit (buses & subways)","Traffic","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk15_statement_2018.pdf","","Brooklyn CD 15","Brooklyn Community District 15",0.3388943073,0.3411567477,0.5183000867,0.5299769408,0.486268672,0.5002095557,0.4917085237,0.4999476166,0.063,0.058,3.2,1.43,9.1,2,15.9,3.8,69.1,1.9,1.1,1.1,0.8,1.5,1.4,2,1.7,3,2.7,3.4,3.2,3.8,3.2,39,3.1,3.3,3.1,3.1,3,3.3,3.1,3.4,3.3,3.7,3.2,2.8,3.2,2.6,2.8,2.8,2.9,3.1,2.8,3.4,3.7,0.1,13,0.1,12.2,0.6,17.2,21.2,23.3,0.8,22.1,0.1,23,0.2,23.1,0.9,32.7,1.1,47.8,0.005071607,0.066607045,0.009237036,0.026118918,0.081728718,0.024505987,0.00382892,0.057232823,0.040036623,0.099319934,0.080684668,0.50562772,11.8,11.2,7.90535,93.4,97.5,0.2,44.6,0.3,45.7,2.1,47.1,0.1,40.3,0.2,42,0.6,44,0.1,5.5,0.1,5.7,0.4,4.9,0.2,36.2,0.2,34.1,1,39.9,20.3,21.6,1,19.4,0,4.7,3022.2,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4016, which is an approximation of Brooklyn CD 15.","2010 Census population counts for floodplain area within Brooklyn CD 15.",9544,19481,4774,9473,3256,6602,4137,8964,"Other_Manhattan","Manhattan"
"19",NA,2.3,NA,"true",103000,105000,85030,17213,600,10209,3925,377,0,0,40625322,114205,1386842,811955,3892540,11252991,1377083,5471875,5998387,4833367,2633347,260895,3479,11,79,99,20,174,98,148,434,927,323,1014,152,94,53,2,26,21,96515,25961,2462,96,NA,103245,87479,3807,104,9609,2957,2591835,"jbodine@cb.nyc.gov","www.nyc.gov/mcb4","American Community Survey 2012-2016 5-Year Estimates for PUMA 3807, which is an approximation of both Manhattan CD 4 and Manhattan CD 5","Chelsea, Clinton, Hudson Yards","Traffic","Neighborhood preservation (development trends)","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn04_statement_2018.pdf","Manhattan CD 5","Manhattan CD 4","Manhattan Community District 4",0.2462365591,0.2442120986,0.4348967831,0.4232102105,0.6607526882,0.6773711725,0.1018062397,0.08603739639,0.022,0.007,0.86,0.57,14.6,2.8,16.2,5.4,60.9,0.8,0.4,0.7,0.7,1.3,1,1.7,1.2,2.2,2.2,2.6,2.8,3,3.7,4,3.4,2.5,4.1,2.9,5.5,3.8,5.2,6.3,7.3,7.5,6.7,4.5,3.7,1.8,0.9,1.1,0.7,0.9,1.3,1.7,1.6,0.1,13,0.1,14.4,0.6,12.1,21.2,14.6,0.8,8.4,0.1,23,0.3,15.6,1,9.7,1.3,28.4,0.002811178,0.06379851,0.034137379,0.019986426,0.09581561,0.276994506,0.033897159,0.13469124,0.147651433,0.118974245,0.064820335,0.00642198,11.8,15.7,20.731942,95.6,97,0.2,44.6,0.5,37.1,1.6,34.2,0.1,40.3,0.2,31.4,0.6,26,0.1,5.5,0.2,4.6,0.4,4.1,0.2,36.2,0.4,60.4,1.2,74.1,20.3,14.5,0.8,10.8,0.18,1.8,1131.6,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3807, which is an approximation of Manhattan CD 4.","2010 Census population counts for floodplain area within Manhattan CD 4.",1339,1860,907,1229,327,458,5007,5962,"University Heights/Fordham","Bronx"
"20",NA,4,NA,"false",36000,29000,54697,857,224,59,24673,92,0,0,103999069,465127,2325037,21622877,6717365,2173986,3487001,4218658,1878178,6083701,12275398,39678348,20645,59,793,390,32,233,75,156,418,459,108,3534,14388,67,42,5,17,6,96515,20128,2434,96,144341,152344,149077,3702,212,1120,40,3073393,"gtorres@cb.nyc.gov","www1.nyc.gov/site/bronxcb12/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 3702, which is an approximation of Bronx CD 12","Baychester, Eastchester, Edenwald, Olinville, Wakefield, Williamsbridge, Woodlawn","Trash removal & cleanliness","Quality of life issues (noise, graffiti, petty crime, etc.)","Parks","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx12_statement_2018.pdf","","Bronx CD 12","Bronx Community District 12",0.3897260274,0.3419412289,0.4893048128,0.5111695138,0.5952054795,0.6046304541,0.4131295982,0.3954225352,0.171,0.171,0.56,0.25,22.6,2.3,2.6,65.5,6.9,1.1,0.5,1.1,0.7,1.4,0.9,1.7,1.2,2.4,1.8,2.8,2.4,3.7,2.7,24,3.4,3.9,3.2,3.6,3,3.5,2.6,3.4,2.9,4.5,3.3,4.1,4.3,3.6,3.5,3.2,3.2,2.9,3,3.5,3.2,0.1,13,0.1,11.3,0.5,12.7,21.2,25.6,0.8,23.3,0.1,23,0.3,26,0.6,9,1.1,39.7,0.004472415,0.02955212,0.022356325,0.20791414,0.064590626,0.020903899,0.033529156,0.040564382,0.018059566,0.058497649,0.11803373,0.381525992,11.8,14.3,15.674988,95.2,93.8,0.2,44.6,0.5,50.6,1.9,50.4,0.1,40.3,0.2,43.5,0.9,46,0.1,5.5,0.2,7.5,0.6,8.3,0.2,36.2,0.3,19.1,1,22.8,20.3,25.8,1.3,23.2,0.02,5.6,3556.3,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3702, which is an approximation of Bronx CD 12.","2010 Census population counts for floodplain area within Bronx CD 12.",1123,1460,679,869,384,569,778,915,"Borough Park","Brooklyn"
"21",NA,4,NA,"false",NA,NA,35342,0,0,0,8567,0,0,NA,34863641,295474,995652,1874502,3262477,1353471,1664480,1241248,2016044,5732468,7061253,7790338,8206,67,455,189,62,211,77,146,224,606,64,2356,3749,99,55,3,7,23,96515,28276,1624,96,123596,86468,85343,4007,316,0,0,1576234,"bk16@cb.nyc.gov","www.nyc.gov/brooklyncb16","American Community Survey 2012-2016 5-Year Estimates for PUMA 4007, which is an approximation of Brooklyn CD 16","Broadway Junction, Brownsville, Ocean Hill","Youth and children’s services","Health care services","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk16_statement_2018.pdf","","Brooklyn CD 16","Brooklyn Community District 16",0,0,0,0,0,0,0,0,0,0,0.01,0,21.1,1.2,1.5,74.2,2.1,0.6,0.3,1,0.2,1.2,0.5,1.4,1,2.2,1.5,2.5,1.6,3.3,2.1,40,2.8,4,2.5,4.2,2.4,4.2,2.5,4.1,2.6,5.2,3.5,3.8,4.3,3.6,3.5,3.9,4,3.5,3.7,4.1,4.4,0.1,13,0.1,12.2,0.5,9.9,21.2,23.3,1.2,28,0.1,23,0.2,23.1,0.8,9.6,1.1,30.2,0.008475133,0.045211399,0.028558463,0.053766673,0.093578207,0.038821849,0.047742575,0.035602937,0.057826548,0.164425397,0.202539173,0.223451647,11.8,11.2,12.58877,93.4,92.2,0.2,44.6,0.3,45.7,1.9,51.2,0.1,40.3,0.2,42,1.1,47,0.1,5.5,0.1,5.7,0.6,7.6,0.2,36.2,0.2,34.1,0.8,13.2,20.3,21.6,1.4,28.2,0.01,1.9,1188.4,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4007, which is an approximation of Brooklyn CD 16.","2010 Census population counts for floodplain area within Brooklyn CD 16.",0,0,0,0,0,0,0,0,"Other_Manhattan","Manhattan"
"22",NA,3.9,NA,"false",NA,NA,57066,0,0,0,24400,0,0,NA,61338614,358778,1340876,3504975,4418399,1250824,2215373,2219319,3187546,3509738,11360028,27359544,18260,65,202,233,15,259,64,197,305,1098,138,3743,11941,60,44,3,10,6,96515,28276,1968,96,138643,155252,165753,4010,317,0,0,613214,"bk17@cb.nyc.gov","www.cb17brooklyn.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 4010, which is an approximation of Brooklyn CD 17","East Flatbush, Farragut, Flatbush, Northeast Flatbush, Remsen Village, Rugby, Erasmus","Senior services","Schools","Cultural facilities & programs","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk17_statement_2018.pdf","","Brooklyn CD 17","Brooklyn Community District 17",0,0,0,0,0,0,0,0,0,0,0,0,7.4,1.7,1.4,87.3,2.2,1.2,0.6,1.1,0.7,1.7,1,2.1,1.7,2.9,1.5,3.6,2.3,3.9,2.5,41,2.8,4.2,2.6,4.2,2.9,3.5,2.6,4.2,2.9,4.1,3.3,3.7,3.3,3.5,3.3,2.9,3.1,2.7,3.3,3.2,2.9,0.1,13,0.1,12.2,0.5,14.4,21.2,23.3,0.8,22.2,0.1,23,0.2,23.1,0.8,8.9,0.9,53.1,0.005849138,0.009997194,0.021860227,0.057141412,0.072032912,0.020392114,0.036117102,0.036181434,0.051966385,0.057219063,0.185201902,0.446041119,11.8,11.2,14.626822,93.4,95.8,0.2,44.6,0.3,45.7,2,49.3,0.1,40.3,0.2,42,0.8,46,0.1,5.5,0.1,5.7,0.4,5.7,0.2,36.2,0.2,34.1,1.1,22.3,20.3,21.6,1.1,19,-0.06,3.4,2153.2,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4010, which is an approximation of Brooklyn CD 17.","2010 Census population counts for floodplain area within Brooklyn CD 17.",0,0,0,0,0,0,0,0,"Other_Manhattan","Manhattan"
